employee_id,manager_id,grade,hire_date,exit_date,tenure_days,event_observed
E02248,M0133,5,2022-06-21,2022-10-16,117,1
E02249,M0001,2,2024-10-06,2024-12-30,85,1
E02250,M0167,5,2021-10-02,2023-06-04,610,1
E02251,M0019,1,2022-01-27,2022-02-14,18,1
E02252,M0171,2,2025-01-21,,588,0
E02253,M0026,2,2022-12-01,2022-12-27,26,1
E02254,M0056,3,2026-04-20,2026-07-02,73,1
E02255,M0090,3,2022-05-30,,1555,0
E02256,M0086,1,2023-01-01,2023-03-22,80,1
E02257,M0172,4,2022-07-23,2024-04-30,647,1
E02258,M0020,3,2022-11-30,,1371,0
E02259,M0095,1,2022-05-26,2024-01-15,599,1
E02260,M0098,2,2023-01-13,,1327,0
E02261,M0061,1,2022-11-08,,1393,0
E02262,M0133,2,2023-11-08,2025-07-03,603,1
E02263,M0034,2,2023-01-08,2024-06-21,530,1
E02264,M0101,3,2025-03-28,2025-10-16,202,1
E02265,M0047,3,2021-09-15,2021-10-21,36,1
E02266,M0004,3,2022-05-26,2023-11-09,532,1
E02267,M0045,3,2025-07-09,,419,0
E02268,M0050,4,2022-05-11,2023-11-11,549,1
E02269,M0136,2,2023-01-25,,1315,0
E02270,M0064,1,2022-10-01,,1431,0
E02271,M0117,1,2021-11-02,,1764,0
E02272,M0124,2,2026-03-12,,173,0
E02273,M0019,2,2023-08-24,2024-11-17,451,1
E02274,M0029,2,2025-12-23,,252,0
E02275,M0012,3,2024-05-28,,826,0
E02276,M0071,2,2022-01-17,,1688,0
E02277,M0069,4,2023-12-21,2025-05-28,524,1
E02278,M0121,3,2022-07-15,2022-08-22,38,1
E02279,M0000,3,2022-05-19,,1566,0
E02280,M0023,2,2023-11-30,2024-02-19,81,1
E02281,M0170,1,2022-11-13,2024-10-14,701,1
E02282,M0075,2,2021-12-09,,1727,0
E02283,M0059,3,2024-03-07,,908,0
E02284,M0015,1,2023-09-18,,1079,0
E02285,M0147,1,2023-10-04,2026-07-08,1008,1
E02286,M0075,1,2025-06-16,,442,0
E02287,M0174,1,2023-03-06,,1275,0
E02288,M0004,3,2022-04-05,,1610,0
E02289,M0021,2,2022-10-16,2023-05-23,219,1
E02290,M0024,2,2025-01-18,,591,0
E02291,M0142,2,2025-04-28,,491,0
E02292,M0066,1,2022-09-02,,1460,0
E02293,M0083,3,2024-10-22,2024-12-12,51,1
E02294,M0092,1,2023-03-03,2023-07-15,134,1
E02295,M0000,2,2025-12-18,2026-04-17,120,1
E02296,M0104,4,2025-10-22,,314,0
E02297,M0040,2,2024-03-01,,914,0
E02298,M0107,3,2026-07-28,,35,0
E02299,M0161,4,2025-06-05,,453,0
E02300,M0112,3,2024-10-09,2024-12-12,64,1
E02301,M0006,5,2026-01-12,,232,0
E02302,M0167,1,2025-11-13,2026-02-14,93,1
E02303,M0076,1,2026-06-10,,83,0
E02304,M0161,3,2023-07-11,,1148,0
E02305,M0103,4,2022-10-22,,1410,0
E02306,M0179,3,2023-04-16,2024-07-16,457,1
E02307,M0038,3,2023-03-04,2023-03-19,15,1
E02308,M0135,2,2023-08-27,,1101,0
E02309,M0045,2,2021-09-15,2024-04-16,944,1
E02310,M0126,2,2025-02-03,2025-03-01,26,1
E02311,M0172,2,2026-03-25,,160,0
E02312,M0114,1,2026-08-14,,18,0
E02313,M0174,2,2023-10-26,2024-06-14,232,1
E02314,M0178,4,2021-12-06,2023-02-23,444,1
E02315,M0111,1,2023-02-10,2026-08-25,1292,1
E02316,M0088,3,2023-04-25,2026-06-13,1145,1
E02317,M0074,2,2026-02-18,,195,0
E02318,M0015,3,2021-12-06,,1730,0
E02319,M0132,2,2022-01-24,2022-01-24,0,1
E02320,M0060,1,2025-12-21,2026-03-10,79,1
E02321,M0121,2,2025-04-03,,516,0
E02322,M0056,1,2023-01-06,2023-03-30,83,1
E02323,M0139,2,2022-12-21,,1350,0
E02324,M0008,4,2026-08-28,,4,0
E02325,M0168,5,2023-01-12,,1328,0
E02326,M0068,3,2022-01-15,,1690,0
E02327,M0052,4,2024-09-02,,729,0
E02328,M0111,4,2022-10-17,2023-12-12,421,1
E02329,M0111,3,2025-10-04,2026-05-11,219,1
E02330,M0103,5,2023-04-24,2023-08-23,121,1
E02331,M0142,4,2025-02-05,2026-02-07,367,1
E02332,M0179,2,2024-06-22,,801,0
E02333,M0153,5,2022-06-03,2024-05-08,705,1
E02334,M0113,4,2022-02-18,2023-11-24,644,1
E02335,M0156,1,2022-12-21,2023-07-20,211,1
E02336,M0008,3,2022-10-17,,1415,0
E02337,M0176,1,2024-03-14,,901,0
E02338,M0002,2,2022-07-12,2022-08-24,43,1
E02339,M0060,2,2024-05-18,2026-01-26,618,1
E02340,M0159,2,2023-05-12,2024-05-15,369,1
E02341,M0143,3,2026-06-06,,87,0
E02342,M0020,3,2023-11-23,,1013,0
E02343,M0116,1,2023-07-11,,1148,0
E02344,M0174,1,2022-10-16,,1416,0
E02345,M0128,2,2025-11-28,,277,0
E02346,M0006,3,2023-04-27,2023-06-05,39,1
E02347,M0053,4,2025-05-01,2026-08-19,475,1
E02348,M0122,3,2024-10-31,2024-12-29,59,1
E02349,M0017,2,2025-11-13,,292,0
E02350,M0068,4,2025-12-24,,251,0
E02351,M0066,1,2024-12-04,,636,0
E02352,M0126,2,2023-07-16,,1143,0
E02353,M0055,4,2024-06-26,,797,0
E02354,M0091,3,2026-06-19,,74,0
E02355,M0162,1,2024-03-03,2025-03-31,393,1
E02356,M0095,3,2025-04-11,,508,0
E02357,M0067,2,2022-08-30,2022-12-07,99,1
E02358,M0020,3,2025-06-16,,442,0
E02359,M0020,2,2026-01-15,,229,0
E02360,M0167,2,2022-10-28,2023-07-12,257,1
E02361,M0112,4,2025-11-17,,288,0
E02362,M0120,2,2026-03-19,,166,0
E02363,M0016,1,2023-08-06,,1122,0
E02364,M0113,2,2025-03-15,,535,0
E02365,M0162,3,2025-05-04,,485,0
E02366,M0097,2,2026-06-06,,87,0
E02367,M0028,2,2023-07-04,2024-04-30,301,1
E02368,M0159,1,2024-01-10,2024-03-19,69,1
E02369,M0003,1,2025-10-25,,311,0
E02370,M0021,1,2022-03-08,2022-05-19,72,1
E02371,M0140,1,2023-02-01,,1308,0
E02372,M0100,1,2025-02-08,,570,0
E02373,M0090,1,2024-03-21,2024-09-01,164,1
E02374,M0146,2,2022-06-08,2022-10-04,118,1
E02375,M0022,1,2026-07-31,,32,0
E02376,M0162,1,2023-04-13,,1237,0
E02377,M0059,1,2026-03-05,,180,0
E02378,M0091,2,2025-08-17,,380,0
E02379,M0101,2,2024-11-10,,660,0
E02380,M0044,4,2026-03-07,,178,0
E02381,M0129,1,2023-04-25,,1225,0
E02382,M0041,2,2026-08-13,,19,0
E02383,M0134,4,2022-11-22,,1379,0
E02384,M0020,2,2026-07-05,,58,0
E02385,M0159,1,2024-05-28,2025-03-04,280,1
E02386,M0059,3,2023-10-24,,1043,0
E02387,M0104,2,2025-04-23,,496,0
E02388,M0121,1,2022-02-01,,1673,0
E02389,M0095,2,2025-06-01,,457,0
E02390,M0121,2,2023-06-27,2025-06-04,708,1
E02391,M0125,2,2021-11-08,2022-08-11,276,1
E02392,M0066,4,2022-08-25,,1468,0
E02393,M0055,1,2024-05-30,,824,0
E02394,M0095,3,2023-05-05,2024-05-15,376,1
E02395,M0133,4,2023-06-22,2025-05-17,695,1
E02396,M0165,2,2024-05-11,2026-05-05,724,1
E02397,M0106,3,2026-07-18,,45,0
E02398,M0129,1,2023-10-25,,1042,0
E02399,M0106,3,2023-01-07,2023-04-29,112,1
E02400,M0169,2,2026-03-30,,155,0
E02401,M0156,3,2022-01-02,2025-07-01,1276,1
E02402,M0162,2,2024-02-12,,932,0
E02403,M0148,2,2024-07-10,,783,0
E02404,M0027,3,2024-10-13,2025-06-29,259,1
E02405,M0159,3,2025-12-14,2026-06-19,187,1
E02406,M0029,4,2025-02-16,2025-03-13,25,1
E02407,M0063,5,2022-11-01,,1400,0
E02408,M0094,3,2025-12-19,,256,0
E02409,M0178,2,2022-10-24,2024-05-18,572,1
E02410,M0165,5,2025-02-18,,560,0
E02411,M0027,3,2024-12-21,2025-01-01,11,1
E02412,M0176,2,2022-01-10,2025-06-05,1242,1
E02413,M0076,2,2025-12-05,,270,0
E02414,M0173,5,2022-06-05,,1549,0
E02415,M0125,1,2024-06-26,2025-01-03,191,1
E02416,M0138,3,2026-03-24,,161,0
E02417,M0021,2,2024-04-01,,883,0
E02418,M0001,1,2026-08-15,,17,0
E02419,M0026,2,2024-04-06,,878,0
E02420,M0110,1,2026-06-24,,69,0
E02421,M0036,1,2023-07-30,2024-06-22,328,1
E02422,M0125,2,2023-07-15,2024-06-03,324,1
E02423,M0097,3,2022-11-12,2022-12-10,28,1
E02424,M0090,1,2022-10-04,2023-01-03,91,1
E02425,M0090,1,2022-09-12,2022-11-14,63,1
E02426,M0124,4,2023-01-05,,1335,0
E02427,M0122,2,2025-07-26,,402,0
E02428,M0052,2,2022-12-25,,1346,0
E02429,M0077,2,2026-01-01,,243,0
E02430,M0130,2,2023-07-29,2023-08-04,6,1
E02431,M0052,1,2023-04-06,2025-07-07,823,1
E02432,M0076,4,2022-04-18,2023-06-13,421,1
E02433,M0051,3,2022-04-04,2024-05-15,772,1
E02434,M0058,4,2024-07-07,,786,0
E02435,M0172,1,2021-09-08,2024-04-14,949,1
E02436,M0039,3,2025-03-23,,527,0
E02437,M0043,2,2023-06-05,2023-06-24,19,1
E02438,M0094,3,2023-01-15,2024-01-08,358,1
E02439,M0101,1,2023-09-04,2023-10-04,30,1
E02440,M0121,2,2023-06-23,,1166,0
E02441,M0114,3,2023-11-07,,1029,0
E02442,M0131,4,2022-07-29,2023-05-05,280,1
E02443,M0079,1,2023-02-20,,1289,0
E02444,M0033,4,2022-05-16,2023-07-17,427,1
E02445,M0105,4,2023-08-22,2024-09-30,405,1
E02446,M0174,3,2025-03-30,,520,0
E02447,M0144,1,2026-08-02,,30,0
E02448,M0067,1,2022-08-08,,1485,0
E02449,M0016,2,2025-03-05,2026-06-25,477,1
E02450,M0058,4,2024-03-07,,908,0
E02451,M0059,1,2023-07-29,,1130,0
E02452,M0016,2,2025-03-22,,528,0
E02453,M0040,1,2025-03-13,2026-03-01,353,1
E02454,M0136,2,2024-06-11,,812,0
E02455,M0095,2,2025-11-18,,287,0
E02456,M0071,3,2021-12-09,2025-08-15,1345,1
E02457,M0156,1,2023-10-28,,1039,0
E02458,M0116,3,2025-09-25,,341,0
E02459,M0039,1,2026-01-11,2026-02-10,30,1
E02460,M0161,2,2025-07-11,,417,0
E02461,M0065,2,2022-04-19,2022-09-09,143,1
E02462,M0014,1,2023-08-02,2025-10-06,796,1
E02463,M0089,1,2026-01-11,,233,0
E02464,M0054,3,2021-11-11,,1755,0
E02465,M0074,3,2022-06-15,,1539,0
E02466,M0059,1,2025-05-10,,479,0
E02467,M0128,1,2024-10-27,,674,0
E02468,M0124,3,2022-07-16,,1508,0
E02469,M0163,3,2024-12-13,2025-02-24,73,1
E02470,M0087,2,2024-02-01,2024-03-30,58,1
E02471,M0132,1,2026-07-13,2026-07-16,3,1
E02472,M0143,4,2024-05-13,,841,0
E02473,M0133,3,2026-07-20,2026-07-21,1,1
E02474,M0045,4,2025-11-20,,285,0
E02475,M0112,1,2022-05-11,,1574,0
E02476,M0085,3,2024-01-19,,956,0
E02477,M0083,2,2024-08-25,2024-11-23,90,1
E02478,M0003,4,2026-05-19,,105,0
E02479,M0178,2,2022-02-03,2023-09-25,599,1
E02480,M0057,2,2024-03-31,,884,0
E02481,M0127,2,2025-07-16,2025-08-12,27,1
E02482,M0053,5,2026-06-05,,88,0
E02483,M0023,3,2023-12-29,,977,0
E02484,M0083,5,2025-06-13,,445,0
E02485,M0140,5,2024-08-18,,744,0
E02486,M0144,2,2024-06-18,,805,0
E02487,M0032,3,2026-03-29,,156,0
E02488,M0144,5,2023-01-02,2025-06-26,906,1
E02489,M0012,2,2026-01-28,,216,0
E02490,M0046,2,2021-10-04,2024-03-20,898,1
E02491,M0090,2,2024-12-23,,617,0
E02492,M0019,2,2021-11-17,2021-11-23,6,1
E02493,M0111,3,2023-11-22,2024-04-05,135,1
E02494,M0091,4,2025-04-04,2025-06-11,68,1
E02495,M0103,5,2023-09-28,,1069,0
E02496,M0023,1,2022-03-18,2023-07-05,474,1
E02497,M0168,1,2022-04-05,2023-09-12,525,1
E02498,M0097,2,2022-03-22,,1624,0
E02499,M0160,3,2022-08-30,2022-10-25,56,1
